time x y inclination elevation soil fertilisation age canopy stand humus bu reg bu2 bu3 bu4 bu5 alkali alkali1 alkali3 alkali4 standcat ph humus0 humus2 humus3 humus4 moisture1 moisture3
12 4.7 1.9 5 440 47 -1 81 .9 1 0 0 29 0 0 0 0 2 -1 -1 -1 1 4.23 1 0 0 0 -1 -1
13 4.7 1.9 5 440 47 -1 82 .9 1 0 0 29 0 0 0 0 2 -1 -1 -1 1 4.26 1 0 0 0 -1 -1
14 4.7 1.9 5 440 47 -1 83 .9 1 1 0 29 0 0 0 0 2 -1 -1 -1 1 4.29 -1 -1 -1 -1 -1 -1
15 4.7 1.9 5 440 47 -1 84 1 1 2 0 29 0 0 0 0 2 -1 -1 -1 1 4.435 0 1 0 0 -1 -1
16 4.7 1.9 5 440 47 -1 85 .7 1 0 0 29 0 0 0 0 2 -1 -1 -1 1 4.58 1 0 0 0 -1 -1
17 4.7 1.9 5 440 47 -1 86 .7 1 0 0 29 0 0 0 0 2 -1 -1 -1 1 4.49 1 0 0 0 -1 -1
18 4.7 1.9 5 440 47 -1 87 .8 1 1 0 29 0 0 0 0 2 -1 -1 -1 1 4.4 -1 -1 -1 -1 -1 -1
19 4.7 1.9 5 440 47 -1 88 .8 1 0 0 29 0 0 0 0 2 -1 -1 -1 1 4.44 1 0 0 0 -1 -1
20 4.7 1.9 5 440 47 -1 89 .8 1 2 0 29 0 0 0 0 2 -1 -1 -1 1 4.48 0 1 0 0 -1 -1
21 4.7 1.9 5 440 47 -1 90 .8 1 2 0 29 0 0 0 0 2 -1 -1 -1 1 4.51 0 1 0 0 -1 -1
22 4.7 1.9 5 440 47 -1 91 .8 1 1 0 29 0 0 0 0 2 -1 -1 -1 1 4.54 -1 -1 -1 -1 -1 -1
23 4.7 1.9 5 440 47 -1 92 .9 1 2 0 29 0 0 0 0 2 -1 -1 -1 1 4.225 0 1 0 0 -1 -1
2 4.2 1.4 5 410 48 -1 64 .9 2 3 0 26 0 0 0 0 2 -1 -1 -1 -1 3.91 0 0 1 0 0 1
3 4.2 1.4 5 410 48 -1 65 .9 2 3 0 26 0 0 0 0 2 -1 -1 -1 -1 4.01 0 0 1 0 0 1
4 4.2 1.4 5 410 48 -1 66 .9 2 3 0 26 0 0 0 0 2 -1 -1 -1 -1 3.83 0 0 1 0 0 1
5 4.2 1.4 5 410 48 -1 67 .9 2 2 0 26 0 0 0 0 2 -1 -1 -1 -1 3.72 0 1 0 0 0 1
6 4.2 1.4 5 410 48 -1 68 .9 2 3 0 26 0 0 0 0 2 -1 -1 -1 -1 3.65 0 0 1 0 0 1
7 4.2 1.4 5 410 48 -1 69 .9 2 1 0 26 0 0 0 0 2 -1 -1 -1 -1 3.68 -1 -1 -1 -1 0 1
8 4.2 1.4 5 410 48 -1 70 .9 2 3 0 26 0 0 0 0 2 -1 -1 -1 -1 3.7 0 0 1 0 0 1
9 4.2 1.4 5 410 48 -1 71 .9 2 1 0 26 0 0 0 0 2 -1 -1 -1 -1 4.09 -1 -1 -1 -1 0 1
10 4.2 1.4 5 410 48 -1 72 .9 2 3 0 26 0 0 0 0 2 -1 -1 -1 -1 4.17 0 0 1 0 0 1
11 4.2 1.4 5 410 48 -1 73 .9 2 2 0 26 0 0 0 0 2 -1 -1 -1 -1 4.02 0 1 0 0 0 1
12 4.2 1.4 5 410 48 -1 74 .9 2 2 0 26 0 0 0 0 2 -1 -1 -1 -1 3.99 0 1 0 0 0 1
13 4.2 1.4 5 410 48 -1 75 .9 2 2 0 26 0 0 0 0 2 -1 -1 -1 -1 3.985 0 1 0 0 0 1
14 4.2 1.4 5 410 48 -1 76 .9 2 1 0 26 0 0 0 0 2 -1 -1 -1 -1 3.98 -1 -1 -1 -1 0 1
15 4.2 1.4 5 410 48 -1 77 .9 2 2 0 26 0 0 0 0 2 -1 -1 -1 -1 4.26 0 1 0 0 0 1
16 4.2 1.4 5 410 48 -1 78 .9 2 3 0 26 0 0 0 0 2 -1 -1 -1 -1 4.54 0 0 1 0 0 1
17 4.2 1.4 5 410 48 -1 79 .9 2 3 0 26 0 0 0 0 2 -1 -1 -1 -1 4.355 0 0 1 0 0 1
18 4.2 1.4 5 410 48 -1 80 1 2 2 0 26 0 0 0 0 2 -1 -1 -1 -1 4.17 0 1 0 0 0 1
19 4.2 1.4 5 410 48 -1 81 1 2 3 0 26 0 0 0 0 2 -1 -1 -1 -1 4.14 0 0 1 0 0 1
20 4.2 1.4 5 410 48 -1 82 1 2 2 0 26 0 0 0 0 2 -1 -1 -1 -1 4.11 0 1 0 0 0 1
21 4.2 1.4 5 410 48 -1 83 1 2 2 0 26 0 0 0 0 2 -1 -1 -1 -1 4.225 0 1 0 0 0 1
22 4.2 1.4 5 410 48 -1 84 .9 2 3 0 26 0 0 0 0 2 -1 -1 -1 -1 4.34 0 0 1 0 0 1
23 4.2 1.4 5 410 48 -1 85 .9 2 4 0 26 0 0 0 0 2 -1 -1 -1 -1 4.405 0 0 0 1 0 1
2 4.2 .4 18 360 14 -1 137 .3 1 2 0 25 0 0 0 0 2 -1 -1 -1 1 4.47 0 1 0 0 0 1
3 4.2 .4 18 360 14 -1 138 .3 1 3 0 25 0 0 0 0 2 -1 -1 -1 1 4.3 0 0 1 0 0 1
4 4.2 .4 18 360 14 -1 139 .3 1 1 0 25 0 0 0 0 2 -1 -1 -1 1 4.38 -1 -1 -1 -1 0 1
5 4.2 .4 18 360 14 -1 140 .3 1 1 0 25 0 0 0 0 2 -1 -1 -1 1 4.11 -1 -1 -1 -1 0 1
6 4.2 .4 18 360 14 -1 141 .3 1 0 0 25 0 0 0 0 2 -1 -1 -1 1 4.16 1 0 0 0 0 1
7 4.2 .4 18 360 14 -1 142 .3 1 0 0 25 0 0 0 0 2 -1 -1 -1 1 3.92 1 0 0 0 0 1
8 4.2 .4 18 360 14 -1 143 .3 1 1 0 25 0 0 0 0 2 -1 -1 -1 1 4.15 -1 -1 -1 -1 0 1
9 4.2 .4 18 360 14 -1 144 .3 1 1 12.5 25 1 1 1 1 2 -1 -1 -1 1 4.25 -1 -1 -1 -1 0 1
10 4.2 .4 18 360 14 -1 145 .4 1 0 12.5 25 1 1 1 1 2 -1 -1 -1 1 4.27 1 0 0 0 0 1
11 4.2 .4 18 360 14 -1 146 .4 1 1 12.5 25 1 1 1 1 2 -1 -1 -1 1 4.42 -1 -1 -1 -1 0 1
12 4.2 .4 18 360 14 -1 147 .4 1 2 12.5 25 1 1 1 1 2 -1 -1 -1 1 4.36 0 1 0 0 0 1
13 4.2 .4 18 360 14 -1 148 .4 1 3 25 25 1 1 2 2 2 -1 -1 -1 1 4.27 0 0 1 0 0 1
14 4.2 .4 18 360 14 -1 149 .4 1 1 25 25 1 1 2 2 2 -1 -1 -1 1 4.18 -1 -1 -1 -1 0 1
15 4.2 .4 18 360 14 -1 150 .4 1 1 37.5 25 1 1 2 3 2 -1 -1 -1 1 4.185 -1 -1 -1 -1 0 1
16 4.2 .4 18 360 14 -1 151 .4 1 3 37.5 25 1 1 2 3 2 -1 -1 -1 1 4.19 0 0 1 0 0 1
17 4.2 .4 18 360 14 -1 152 .4 1 0 37.5 25 1 1 2 3 2 -1 -1 -1 1 4.23 1 0 0 0 0 1
18 4.2 .4 18 360 14 -1 153 .4 1 1 37.5 25 1 1 2 3 2 -1 -1 -1 1 4.27 -1 -1 -1 -1 0 1
19 4.2 .4 18 360 14 -1 154 .4 1 3 37.5 25 1 1 2 3 2 -1 -1 -1 1 4.245 0 0 1 0 0 1
20 4.2 .4 18 360 14 -1 155 .4 1 2 37.5 25 1 1 2 3 2 -1 -1 -1 1 4.22 0 1 0 0 0 1
21 4.2 .4 18 360 14 -1 156 .4 1 1 50 25 1 2 3 4 2 -1 -1 -1 1 4.28 -1 -1 -1 -1 0 1
22 4.2 .4 18 360 14 -1 157 .4 1 1 50 25 1 2 3 4 2 -1 -1 -1 1 4.34 -1 -1 -1 -1 0 1
23 4.2 .4 18 360 14 -1 158 .4 1 3 50 25 1 2 3 4 2 -1 -1 -1 1 4.37 0 0 1 0 0 1
2 5.2 3.4 29 390 18 1 70 .9 1 1 0 33 0 0 0 0 3 0 1 0 1 4.4 -1 -1 -1 -1 0 1
3 5.2 3.4 29 390 18 1 71 .9 1 2 0 33 0 0 0 0 3 0 1 0 1 4.42 0 1 0 0 0 1
4 5.2 3.4 29 390 18 1 72 .9 1 0 0 33 0 0 0 0 3 0 1 0 1 5.02 1 0 0 0 0 1
5 5.2 3.4 29 390 18 1 73 .9 1 0 0 33 0 0 0 0 3 0 1 0 1 4.33 1 0 0 0 0 1
6 5.2 3.4 29 390 18 1 74 .9 1 0 12.5 33 1 1 1 1 3 0 1 0 1 4.57 1 0 0 0 0 1
7 5.2 3.4 29 390 18 1 75 .9 1 0 0 33 0 0 0 0 3 0 1 0 1 4.42 1 0 0 0 0 1
8 5.2 3.4 29 390 18 1 76 .9 1 0 0 33 0 0 0 0 3 0 1 0 1 4.7 1 0 0 0 0 1
9 5.2 3.4 29 390 18 1 77 .8 1 0 0 33 0 0 0 0 3 0 1 0 1 4.53 1 0 0 0 0 1
10 5.2 3.4 29 390 18 1 78 .8 1 0 0 33 0 0 0 0 3 0 1 0 1 4.65 1 0 0 0 0 1
11 5.2 3.4 29 390 18 1 79 .8 1 0 0 33 0 0 0 0 3 0 1 0 1 4.69 1 0 0 0 0 1
12 5.2 3.4 29 390 18 1 80 .9 1 0 0 33 0 0 0 0 3 0 1 0 1 4.73 1 0 0 0 0 1
13 5.2 3.4 29 390 18 1 81 .9 1 0 0 33 0 0 0 0 3 0 1 0 1 4.78 1 0 0 0 0 1
14 5.2 3.4 29 390 18 1 82 .9 1 0 0 33 0 0 0 0 3 0 1 0 1 4.83 1 0 0 0 0 1
15 5.2 3.4 29 390 18 1 83 .9 1 0 0 33 0 0 0 0 3 0 1 0 1 4.755 1 0 0 0 0 1
16 5.2 3.4 29 390 18 1 84 .9 1 0 0 33 0 0 0 0 3 0 1 0 1 4.68 1 0 0 0 0 1
17 5.2 3.4 29 390 18 1 85 .9 1 0 0 33 0 0 0 0 3 0 1 0 1 4.555 1 0 0 0 0 1
18 5.2 3.4 29 390 18 1 86 .9 1 0 0 33 0 0 0 0 3 0 1 0 1 4.43 1 0 0 0 0 1
19 5.2 3.4 29 390 18 1 87 1 1 0 0 33 0 0 0 0 3 0 1 0 1 4.535 1 0 0 0 0 1
20 5.2 3.4 29 390 18 1 88 1 1 0 0 33 0 0 0 0 3 0 1 0 1 4.64 1 0 0 0 0 1
21 5.2 3.4 29 390 18 1 89 1 1 0 0 33 0 0 0 0 3 0 1 0 1 4.58 1 0 0 0 0 1
22 5.2 3.4 29 390 18 1 90 1 1 0 0 33 0 0 0 0 3 0 1 0 1 4.52 1 0 0 0 0 1
23 5.2 3.4 29 390 18 1 91 .9 1 0 0 33 0 0 0 0 3 0 1 0 1 4.42 1 0 0 0 0 1
2 5.2 2.4 28 350 27 -1 21 .9 1 2 0 32 0 0 0 0 3 0 1 0 1 4.32 0 1 0 0 -1 -1
3 5.2 2.4 28 350 27 -1 22 .9 1 3 12.5 32 1 1 1 1 3 0 1 0 1 4.55 0 0 1 0 -1 -1
4 5.2 2.4 28 350 27 -1 23 .9 1 0 0 32 0 0 0 0 3 0 1 0 1 4.29 1 0 0 0 -1 -1
5 5.2 2.4 28 350 27 -1 24 .9 1 2 12.5 32 1 1 1 1 3 0 1 0 1 4.1 0 1 0 0 -1 -1
6 5.2 2.4 28 350 27 -1 25 .9 1 1 12.5 32 1 1 1 1 3 0 1 0 1 4.25 -1 -1 -1 -1 -1 -1
7 5.2 2.4 28 350 27 -1 26 .9 1 0 0 32 0 0 0 0 3 0 1 0 1 3.86 1 0 0 0 -1 -1
8 5.2 2.4 28 350 27 -1 27 .9 1 0 0 32 0 0 0 0 3 0 1 0 1 4.47 1 0 0 0 -1 -1
9 5.2 2.4 28 350 27 -1 28 .9 1 0 0 32 0 0 0 0 3 0 1 0 1 4.5 1 0 0 0 -1 -1
10 5.2 2.4 28 350 27 -1 29 .9 1 1 0 32 0 0 0 0 3 0 1 0 1 4.53 -1 -1 -1 -1 -1 -1
11 5.2 2.4 28 350 27 -1 30 .9 1 0 0 32 0 0 0 0 3 0 1 0 1 4.58 1 0 0 0 -1 -1
12 5.2 2.4 28 350 27 -1 31 .9 1 0 0 32 0 0 0 0 3 0 1 0 1 4.37 1 0 0 0 -1 -1
13 5.2 2.4 28 350 27 -1 32 .9 1 0 0 32 0 0 0 0 3 0 1 0 1 4.385 1 0 0 0 -1 -1
14 5.2 2.4 28 350 27 -1 33 .9 1 1 0 32 0 0 0 0 3 0 1 0 1 4.4 -1 -1 -1 -1 -1 -1
15 5.2 2.4 28 350 27 -1 34 .9 1 0 0 32 0 0 0 0 3 0 1 0 1 4.305 1 0 0 0 -1 -1
16 5.2 2.4 28 350 27 -1 35 .9 1 1 0 32 0 0 0 0 3 0 1 0 1 4.21 -1 -1 -1 -1 -1 -1
17 5.2 2.4 28 350 27 -1 36 .9 1 0 0 32 0 0 0 0 3 0 1 0 1 4.385 1 0 0 0 -1 -1
18 5.2 2.4 28 350 27 -1 37 1 1 0 0 32 0 0 0 0 3 0 1 0 1 4.56 1 0 0 0 -1 -1
19 5.2 2.4 28 350 27 -1 38 1 1 0 0 32 0 0 0 0 3 0 1 0 1 4.46 1 0 0 0 -1 -1
20 5.2 2.4 28 350 27 -1 39 1 1 0 0 32 0 0 0 0 3 0 1 0 1 4.36 1 0 0 0 -1 -1
21 5.2 2.4 28 350 27 -1 40 1 1 1 0 32 0 0 0 0 3 0 1 0 1 4.55 -1 -1 -1 -1 -1 -1
22 5.2 2.4 28 350 27 -1 41 1 1 0 0 32 0 0 0 0 3 0 1 0 1 4.74 1 0 0 0 -1 -1
23 5.2 2.4 28 350 27 -1 42 1 1 0 0 32 0 0 0 0 3 0 1 0 1 4.57 1 0 0 0 -1 -1
2 5.3 2.1 25 320 23 -1 131 .7 1 1 12.5 34 1 1 1 1 2 -1 -1 -1 1 4.4 -1 -1 -1 -1 -1 -1
3 5.3 2.1 25 320 23 -1 132 .7 1 4 25 34 1 1 2 2 2 -1 -1 -1 1 4.24 0 0 0 1 -1 -1
4 5.3 2.1 25 320 23 -1 133 .7 1 1 12.5 34 1 1 1 1 2 -1 -1 -1 1 4.47 -1 -1 -1 -1 -1 -1
5 5.3 2.1 25 320 23 -1 134 .7 1 0 12.5 34 1 1 1 1 2 -1 -1 -1 1 4.45 1 0 0 0 -1 -1
6 5.3 2.1 25 320 23 -1 135 .7 1 0 12.5 34 1 1 1 1 2 -1 -1 -1 1 4.69 1 0 0 0 -1 -1
7 5.3 2.1 25 320 23 -1 136 .7 1 1 12.5 34 1 1 1 1 2 -1 -1 -1 1 3.85 -1 -1 -1 -1 -1 -1
8 5.3 2.1 25 320 23 -1 137 .5 1 0 12.5 34 1 1 1 1 2 -1 -1 -1 1 4.49 1 0 0 0 -1 -1
9 5.3 2.1 25 320 23 -1 138 .5 1 0 12.5 34 1 1 1 1 2 -1 -1 -1 1 4.12 1 0 0 0 -1 -1
10 5.3 2.1 25 320 23 -1 139 .5 1 0 12.5 34 1 1 1 1 2 -1 -1 -1 1 4.3 1 0 0 0 -1 -1
11 5.3 2.1 25 320 23 -1 140 .5 1 0 12.5 34 1 1 1 1 2 -1 -1 -1 1 4.51 1 0 0 0 -1 -1
12 5.3 2.1 25 320 23 -1 141 .5 1 1 12.5 34 1 1 1 1 2 -1 -1 -1 1 4.22 -1 -1 -1 -1 -1 -1
13 5.3 2.1 25 320 23 -1 142 .5 1 1 25 34 1 1 2 2 2 -1 -1 -1 1 4.26 -1 -1 -1 -1 -1 -1
14 5.3 2.1 25 320 23 -1 143 .7 1 1 25 34 1 1 2 2 2 -1 -1 -1 1 4.3 -1 -1 -1 -1 -1 -1
15 5.3 2.1 25 320 23 -1 144 .7 1 1 25 34 1 1 2 2 2 -1 -1 -1 1 4.45 -1 -1 -1 -1 -1 -1
16 5.3 2.1 25 320 23 -1 145 .5 1 0 12.5 34 1 1 1 1 2 -1 -1 -1 1 4.6 1 0 0 0 -1 -1
17 5.3 2.1 25 320 23 -1 146 .5 1 1 12.5 34 1 1 1 1 2 -1 -1 -1 1 4.615 -1 -1 -1 -1 -1 -1
18 5.3 2.1 25 320 23 -1 147 .5 1 0 12.5 34 1 1 1 1 2 -1 -1 -1 1 4.63 1 0 0 0 -1 -1
19 5.3 2.1 25 320 23 -1 148 .4 1 1 12.5 34 1 1 1 1 2 -1 -1 -1 1 4.745 -1 -1 -1 -1 -1 -1
20 5.3 2.1 25 320 23 -1 149 .4 1 0 12.5 34 1 1 1 1 2 -1 -1 -1 1 4.86 1 0 0 0 -1 -1
21 5.3 2.1 25 320 23 -1 150 .4 1 0 12.5 34 1 1 1 1 2 -1 -1 -1 1 4.625 1 0 0 0 -1 -1
22 5.3 2.1 25 320 23 -1 151 .4 1 1 12.5 34 1 1 1 1 2 -1 -1 -1 1 4.39 -1 -1 -1 -1 -1 -1
23 5.3 2.1 25 320 23 -1 152 .5 1 1 12.5 34 1 1 1 1 2 -1 -1 -1 1 4.24 -1 -1 -1 -1 -1 -1
2 5.4 1.9 30 350 16 -1 129 1 1 4 0 35 0 0 0 0 2 -1 -1 -1 1 4.09 0 0 0 1 -1 -1
3 5.4 1.9 30 350 16 -1 130 1 1 4 0 35 0 0 0 0 2 -1 -1 -1 1 3.97 0 0 0 1 -1 -1
4 5.4 1.9 30 350 16 -1 131 1 1 3 0 35 0 0 0 0 2 -1 -1 -1 1 3.87 0 0 1 0 -1 -1
5 5.4 1.9 30 350 16 -1 132 1 1 3 0 35 0 0 0 0 2 -1 -1 -1 1 3.97 0 0 1 0 -1 -1
6 5.4 1.9 30 350 16 -1 133 1 1 4 0 35 0 0 0 0 2 -1 -1 -1 1 3.93 0 0 0 1 -1 -1
7 5.4 1.9 30 350 16 -1 134 1 1 5 0 35 0 0 0 0 2 -1 -1 -1 1 3.75 0 0 0 1 -1 -1
8 5.4 1.9 30 350 16 -1 135 1 1 3 0 35 0 0 0 0 2 -1 -1 -1 1 3.75 0 0 1 0 -1 -1
9 5.4 1.9 30 350 16 -1 136 1 1 4 0 35 0 0 0 0 2 -1 -1 -1 1 3.67 0 0 0 1 -1 -1
10 5.4 1.9 30 350 16 -1 137 1 1 2 0 35 0 0 0 0 2 -1 -1 -1 1 4.04 0 1 0 0 -1 -1
11 5.4 1.9 30 350 16 -1 138 1 1 5 0 35 0 0 0 0 2 -1 -1 -1 1 4.11 0 0 0 1 -1 -1
12 5.4 1.9 30 350 16 -1 139 1 1 4 0 35 0 0 0 0 2 -1 -1 -1 1 3.92 0 0 0 1 -1 -1
13 5.4 1.9 30 350 16 -1 140 1 1 3 12.5 35 1 1 1 1 2 -1 -1 -1 1 4.03 0 0 1 0 -1 -1
14 5.4 1.9 30 350 16 -1 141 1 1 3 12.5 35 1 1 1 1 2 -1 -1 -1 1 4.14 0 0 1 0 -1 -1
15 5.4 1.9 30 350 16 -1 142 1 1 2 25 35 1 1 2 2 2 -1 -1 -1 1 4.14 0 1 0 0 -1 -1
16 5.4 1.9 30 350 16 -1 143 .7 1 4 25 35 1 1 2 2 2 -1 -1 -1 1 4.14 0 0 0 1 -1 -1
17 5.4 1.9 30 350 16 -1 144 .7 1 2 25 35 1 1 2 2 2 -1 -1 -1 1 4.215 0 1 0 0 -1 -1
18 5.4 1.9 30 350 16 -1 145 .7 1 4 25 35 1 1 2 2 2 -1 -1 -1 1 4.29 0 0 0 1 -1 -1
19 5.4 1.9 30 350 16 -1 146 .7 1 2 12.5 35 1 1 1 1 2 -1 -1 -1 1 4.26 0 1 0 0 -1 -1
20 5.4 1.9 30 350 16 -1 147 .7 1 1 12.5 35 1 1 1 1 2 -1 -1 -1 1 4.23 -1 -1 -1 -1 -1 -1
21 5.4 1.9 30 350 16 -1 148 .7 1 3 25 35 1 1 2 2 2 -1 -1 -1 1 4.15 0 0 1 0 -1 -1
22 5.4 1.9 30 350 16 -1 149 .8 1 2 12.5 35 1 1 1 1 2 -1 -1 -1 1 4.07 0 1 0 0 -1 -1
23 5.4 1.9 30 350 16 -1 150 .8 1 3 25 35 1 1 2 2 2 -1 -1 -1 1 4.095 0 0 1 0 -1 -1
2 5.2 1.4 10 460 27 -1 67 1 2 2 0 31 0 0 0 0 1 1 0 0 -1 4.12 0 1 0 0 -1 -1
3 5.2 1.4 10 460 27 -1 68 1 2 4 12.5 31 1 1 1 1 1 1 0 0 -1 4.07 0 0 0 1 -1 -1
4 5.2 1.4 10 460 27 -1 69 1 2 2 12.5 31 1 1 1 1 1 1 0 0 -1 4.18 0 1 0 0 -1 -1
5 5.2 1.4 10 460 27 -1 70 1 2 2 12.5 31 1 1 1 1 1 1 0 0 -1 4.14 0 1 0 0 -1 -1
6 5.2 1.4 10 460 27 -1 71 1 2 3 12.5 31 1 1 1 1 1 1 0 0 -1 4.17 0 0 1 0 -1 -1
7 5.2 1.4 10 460 27 -1 72 1 2 2 12.5 31 1 1 1 1 1 1 0 0 -1 3.9 0 1 0 0 -1 -1
8 5.2 1.4 10 460 27 -1 73 1 2 2 12.5 31 1 1 1 1 1 1 0 0 -1 4.06 0 1 0 0 -1 -1
9 5.2 1.4 10 460 27 -1 74 1 2 2 0 31 0 0 0 0 1 1 0 0 -1 4.16 0 1 0 0 -1 -1
10 5.2 1.4 10 460 27 -1 75 1 2 4 0 31 0 0 0 0 1 1 0 0 -1 4.07 0 0 0 1 -1 -1
11 5.2 1.4 10 460 27 -1 76 1 2 5 0 31 0 0 0 0 1 1 0 0 -1 4.21 0 0 0 1 -1 -1
12 5.2 1.4 10 460 27 -1 77 1 2 2 0 31 0 0 0 0 1 1 0 0 -1 4.08 0 1 0 0 -1 -1
13 5.2 1.4 10 460 27 -1 78 1 2 3 0 31 0 0 0 0 1 1 0 0 -1 4.07 0 0 1 0 -1 -1
14 5.2 1.4 10 460 27 -1 79 1 2 2 0 31 0 0 0 0 1 1 0 0 -1 4.06 0 1 0 0 -1 -1
15 5.2 1.4 10 460 27 -1 80 1 2 3 0 31 0 0 0 0 1 1 0 0 -1 4.055 0 0 1 0 -1 -1
16 5.2 1.4 10 460 27 -1 81 1 2 3 0 31 0 0 0 0 1 1 0 0 -1 4.05 0 0 1 0 -1 -1
17 5.2 1.4 10 460 27 -1 82 1 2 1 0 31 0 0 0 0 1 1 0 0 -1 3.985 -1 -1 -1 -1 -1 -1
18 5.2 1.4 10 460 27 -1 83 .8 2 3 0 31 0 0 0 0 1 1 0 0 -1 3.92 0 0 1 0 -1 -1
19 5.2 1.4 10 460 27 -1 84 .8 2 2 0 31 0 0 0 0 1 1 0 0 -1 3.92 0 1 0 0 -1 -1
20 5.2 1.4 10 460 27 -1 85 .8 2 3 0 31 0 0 0 0 1 1 0 0 -1 3.92 0 0 1 0 -1 -1
21 5.2 1.4 10 460 27 -1 86 .8 2 2 0 31 0 0 0 0 1 1 0 0 -1 4.075 0 1 0 0 -1 -1
22 5.2 1.4 10 460 27 -1 87 .8 2 3 0 31 0 0 0 0 1 1 0 0 -1 4.23 0 0 1 0 -1 -1
23 5.2 1.4 10 460 27 -1 88 .9 2 3 0 31 0 0 0 0 1 1 0 0 -1 4.185 0 0 1 0 -1 -1
2 6.2 3.4 14 430 31 1 114 .7 2 1 0 37 0 0 0 0 3 0 1 0 -1 4.14 -1 -1 -1 -1 0 1
3 6.2 3.4 14 430 31 1 115 .7 2 2 0 37 0 0 0 0 3 0 1 0 -1 3.92 0 1 0 0 0 1
4 6.2 3.4 14 430 31 1 116 .7 2 2 0 37 0 0 0 0 3 0 1 0 -1 4.46 0 1 0 0 0 1
5 6.2 3.4 14 430 31 1 117 .7 2 1 0 37 0 0 0 0 3 0 1 0 -1 4.06 -1 -1 -1 -1 0 1
6 6.2 3.4 14 430 31 1 118 .7 2 1 0 37 0 0 0 0 3 0 1 0 -1 4.56 -1 -1 -1 -1 0 1
7 6.2 3.4 14 430 31 1 119 .7 2 2 0 37 0 0 0 0 3 0 1 0 -1 3.91 0 1 0 0 0 1
8 6.2 3.4 14 430 31 1 120 .7 2 1 0 37 0 0 0 0 3 0 1 0 -1 3.86 -1 -1 -1 -1 0 1
9 6.2 3.4 14 430 31 1 121 .6 2 0 12.5 37 1 1 1 1 3 0 1 0 -1 4.11 1 0 0 0 0 1
10 6.2 3.4 14 430 31 1 122 .6 2 2 0 37 0 0 0 0 3 0 1 0 -1 3.87 0 1 0 0 0 1
11 6.2 3.4 14 430 31 1 123 .6 2 2 0 37 0 0 0 0 3 0 1 0 -1 4.51 0 1 0 0 0 1
12 6.2 3.4 14 430 31 1 124 .7 2 3 12.5 37 1 1 1 1 3 0 1 0 -1 4.02 0 0 1 0 0 1
13 6.2 3.4 14 430 31 1 125 .6 2 4 12.5 37 1 1 1 1 3 0 1 0 -1 4.105 0 0 0 1 0 1
14 6.2 3.4 14 430 31 1 126 .7 2 3 12.5 37 1 1 1 1 3 0 1 0 -1 4.19 0 0 1 0 0 1
15 6.2 3.4 14 430 31 1 127 .7 2 4 25 37 1 1 2 2 3 0 1 0 -1 4.165 0 0 0 1 0 1
16 6.2 3.4 14 430 31 1 128 .6 2 1 25 37 1 1 2 2 3 0 1 0 -1 4.14 -1 -1 -1 -1 0 1
17 6.2 3.4 14 430 31 1 129 .5 2 4 25 37 1 1 2 2 3 0 1 0 -1 4.245 0 0 0 1 0 1
18 6.2 3.4 14 430 31 1 130 .5 2 3 37.5 37 1 1 2 3 3 0 1 0 -1 4.35 0 0 1 0 0 1
19 6.2 3.4 14 430 31 1 131 .5 2 2 25 37 1 1 2 2 3 0 1 0 -1 4.24 0 1 0 0 0 1
20 6.2 3.4 14 430 31 1 132 .5 2 3 25 37 1 1 2 2 3 0 1 0 -1 4.13 0 0 1 0 0 1
21 6.2 3.4 14 430 31 1 133 .5 2 1 37.5 37 1 1 2 3 3 0 1 0 -1 4.27 -1 -1 -1 -1 0 1
22 6.2 3.4 14 430 31 1 134 .5 2 3 25 37 1 1 2 2 3 0 1 0 -1 4.41 0 0 1 0 0 1
23 6.2 3.4 14 430 31 1 135 .5 2 3 37.5 37 1 1 2 3 3 0 1 0 -1 4.325 0 0 1 0 0 1
2 6.2 2.4 7 470 32 -1 141 .9 1 2 0 36 0 0 0 0 2 -1 -1 -1 1 4.24 0 1 0 0 -1 -1
3 6.2 2.4 7 470 32 -1 142 .9 1 2 0 36 0 0 0 0 2 -1 -1 -1 1 4.22 0 1 0 0 -1 -1
4 6.2 2.4 7 470 32 -1 143 .9 1 0 0 36 0 0 0 0 2 -1 -1 -1 1 4.15 1 0 0 0 -1 -1
5 6.2 2.4 7 470 32 -1 144 .9 1 3 12.5 36 1 1 1 1 2 -1 -1 -1 1 5.75 0 0 1 0 -1 -1
6 6.2 2.4 7 470 32 -1 145 .9 1 1 12.5 36 1 1 1 1 2 -1 -1 -1 1 4.13 -1 -1 -1 -1 -1 -1
7 6.2 2.4 7 470 32 -1 146 .9 1 1 12.5 36 1 1 1 1 2 -1 -1 -1 1 3.72 -1 -1 -1 -1 -1 -1
8 6.2 2.4 7 470 32 -1 147 .9 1 1 0 36 0 0 0 0 2 -1 -1 -1 1 4.09 -1 -1 -1 -1 -1 -1
9 6.2 2.4 7 470 32 -1 148 .6 1 2 0 36 0 0 0 0 2 -1 -1 -1 1 3.97 0 1 0 0 -1 -1
10 6.2 2.4 7 470 32 -1 149 .6 1 1 0 36 0 0 0 0 2 -1 -1 -1 1 4.2 -1 -1 -1 -1 -1 -1
11 6.2 2.4 7 470 32 -1 150 .6 1 1 0 36 0 0 0 0 2 -1 -1 -1 1 4.2 -1 -1 -1 -1 -1 -1
